"Scenario","Region","Variable","Year","Value"
"Canada Net-zero","Saskatchewan","Total","2050","788.419400"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2005","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2006","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2007","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2008","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2009","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2010","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2011","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2012","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2013","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2014","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2015","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2016","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2017","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2018","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2019","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2020","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2021","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2022","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2023","0.000000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2024","0.003100"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2025","0.006100"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2026","0.008900"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2027","0.011400"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2028","0.013500"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2029","0.015400"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2030","0.017000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2031","0.019200"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2032","0.021500"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2033","0.023800"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2034","0.025800"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2035","0.027400"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2036","0.028600"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2037","0.029500"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2038","0.029500"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2039","0.030200"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2040","0.030100"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2041","0.030000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2042","0.030000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2043","0.029800"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2044","0.029700"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2045","0.029500"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2046","0.029400"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2047","0.029200"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2048","0.029000"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2049","0.028800"
"Canada Net-zero","Yukon","Coal, Coke and Coke Oven Gas","2050","0.028600"
"Canada Net-zero","Yukon","Hydro","2005","1.190300"
"Canada Net-zero","Yukon","Hydro","2006","1.190300"
"Canada Net-zero","Yukon","Hydro","2007","1.190300"
"Canada Net-zero","Yukon","Hydro","2008","1.253900"
"Canada Net-zero","Yukon","Hydro","2009","1.364600"
"Canada Net-zero","Yukon","Hydro","2010","1.369600"
"Canada Net-zero","Yukon","Hydro","2011","1.397000"
"Canada Net-zero","Yukon","Hydro","2012","1.548700"
"Canada Net-zero","Yukon","Hydro","2013","1.530000"
"Canada Net-zero","Yukon","Hydro","2014","1.478400"
"Canada Net-zero","Yukon","Hydro","2015","1.518100"
"Canada Net-zero","Yukon","Hydro","2016","1.510100"
"Canada Net-zero","Yukon","Hydro","2017","1.613300"
"Canada Net-zero","Yukon","Hydro","2018","1.506600"
"Canada Net-zero","Yukon","Hydro","2019","1.352800"
"Canada Net-zero","Yukon","Hydro","2020","1.586100"
"Canada Net-zero","Yukon","Hydro","2021","1.821900"
"Canada Net-zero","Yukon","Hydro","2022","1.807500"
"Canada Net-zero","Yukon","Hydro","2023","1.756900"
"Canada Net-zero","Yukon","Hydro","2024","1.854000"
"Canada Net-zero","Yukon","Hydro","2025","1.730100"
"Canada Net-zero","Yukon","Hydro","2026","1.786300"
"Canada Net-zero","Yukon","Hydro","2027","1.812400"
"Canada Net-zero","Yukon","Hydro","2028","1.822600"
"Canada Net-zero","Yukon","Hydro","2029","1.551800"
"Canada Net-zero","Yukon","Hydro","2030","1.635600"
"Canada Net-zero","Yukon","Hydro","2031","1.691400"
"Canada Net-zero","Yukon","Hydro","2032","1.706100"
"Canada Net-zero","Yukon","Hydro","2033","1.758200"
"Canada Net-zero","Yukon","Hydro","2034","1.776600"
"Canada Net-zero","Yukon","Hydro","2035","1.754300"
"Canada Net-zero","Yukon","Hydro","2036","1.789800"
"Canada Net-zero","Yukon","Hydro","2037","1.868300"
"Canada Net-zero","Yukon","Hydro","2038","1.788500"
"Canada Net-zero","Yukon","Hydro","2039","1.797300"
"Canada Net-zero","Yukon","Hydro","2040","1.786700"
"Canada Net-zero","Yukon","Hydro","2041","1.809200"
"Canada Net-zero","Yukon","Hydro","2042","1.836200"
"Canada Net-zero","Yukon","Hydro","2043","1.832000"
"Canada Net-zero","Yukon","Hydro","2044","1.844800"
"Canada Net-zero","Yukon","Hydro","2045","1.845700"
"Canada Net-zero","Yukon","Hydro","2046","1.855300"
"Canada Net-zero","Yukon","Hydro","2047","1.858800"
"Canada Net-zero","Yukon","Hydro","2048","1.853100"
"Canada Net-zero","Yukon","Hydro","2049","1.882800"
"Canada Net-zero","Yukon","Hydro","2050","1.872800"
"Canada Net-zero","Yukon","Natural Gas","2005","0.435100"
"Canada Net-zero","Yukon","Natural Gas","2006","0.312600"
"Canada Net-zero","Yukon","Natural Gas","2007","0.230100"
"Canada Net-zero","Yukon","Natural Gas","2008","0.188000"
"Canada Net-zero","Yukon","Natural Gas","2009","0.157100"
"Canada Net-zero","Yukon","Natural Gas","2010","0.138400"
"Canada Net-zero","Yukon","Natural Gas","2011","0.127300"
"Canada Net-zero","Yukon","Natural Gas","2012","0.096500"
"Canada Net-zero","Yukon","Natural Gas","2013","0.062800"
"Canada Net-zero","Yukon","Natural Gas","2014","0.062800"
"Canada Net-zero","Yukon","Natural Gas","2015","0.270800"
"Canada Net-zero","Yukon","Natural Gas","2016","0.278800"
"Canada Net-zero","Yukon","Natural Gas","2017","0.358800"
"Canada Net-zero","Yukon","Natural Gas","2018","0.534800"
"Canada Net-zero","Yukon","Natural Gas","2019","0.799800"
"Canada Net-zero","Yukon","Natural Gas","2020","0.444800"
"Canada Net-zero","Yukon","Natural Gas","2021","0.234800"
"Canada Net-zero","Yukon","Natural Gas","2022","0.266800"
"Canada Net-zero","Yukon","Natural Gas","2023","0.353800"
"Canada Net-zero","Yukon","Natural Gas","2024","0.644300"
"Canada Net-zero","Yukon","Natural Gas","2025","0.462600"
"Canada Net-zero","Yukon","Natural Gas","2026","0.498900"
"Canada Net-zero","Yukon","Natural Gas","2027","0.541300"
"Canada Net-zero","Yukon","Natural Gas","2028","0.617700"
"Canada Net-zero","Yukon","Natural Gas","2029","1.259300"
"Canada Net-zero","Yukon","Natural Gas","2030","1.463800"
"Canada Net-zero","Yukon","Natural Gas","2031","1.430400"
"Canada Net-zero","Yukon","Natural Gas","2032","1.362900"
"Canada Net-zero","Yukon","Natural Gas","2033","1.268500"
"Canada Net-zero","Yukon","Natural Gas","2034","1.232200"
"Canada Net-zero","Yukon","Natural Gas","2035","1.202700"
"Canada Net-zero","Yukon","Natural Gas","2036","1.170400"
"Canada Net-zero","Yukon","Natural Gas","2037","0.790000"
"Canada Net-zero","Yukon","Natural Gas","2038","0.598600"
"Canada Net-zero","Yukon","Natural Gas","2039","0.639300"
"Canada Net-zero","Yukon","Natural Gas","2040","0.707000"
"Canada Net-zero","Yukon","Natural Gas","2041","0.723600"
"Canada Net-zero","Yukon","Natural Gas","2042","0.760300"
"Canada Net-zero","Yukon","Natural Gas","2043","0.770000"
"Canada Net-zero","Yukon","Natural Gas","2044","0.796700"
"Canada Net-zero","Yukon","Natural Gas","2045","0.799400"
"Canada Net-zero","Yukon","Natural Gas","2046","0.810100"
"Canada Net-zero","Yukon","Natural Gas","2047","0.819800"
"Canada Net-zero","Yukon","Natural Gas","2048","0.854600"
"Canada Net-zero","Yukon","Natural Gas","2049","0.833400"
"Canada Net-zero","Yukon","Natural Gas","2050","0.854400"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2005","0.201500"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2006","0.101500"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2007","0.201600"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2008","0.201600"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2009","0.200800"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2010","0.200300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2011","0.201500"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2012","0.101600"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2013","0.201000"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2014","0.201300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2015","0.102300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2016","0.201800"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2017","0.200100"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2018","0.100000"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2019","0.199900"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2020","0.200200"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2021","0.200500"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2022","0.184700"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2023","0.450500"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2024","0.196500"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2025","0.178200"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2026","0.172200"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2027","0.167700"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2028","0.166300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2029","0.144900"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2030","0.144200"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2031","0.137600"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2032","0.137700"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2033","0.138200"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2034","0.135300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2035","0.136300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2036","0.148300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2037","0.166600"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2038","0.151300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2039","0.163600"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2040","0.181200"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2041","0.192300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2042","0.206000"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2043","0.213300"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2044","0.238100"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2045","0.239700"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2046","0.250200"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2047","0.261600"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2048","0.274200"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2049","0.275700"
"Canada Net-zero","Yukon","Other Renewables and Landfill Gas","2050","0.287700"
"Canada Net-zero","Yukon","Refined Petroleum Products","2005","6.387300"
"Canada Net-zero","Yukon","Refined Petroleum Products","2006","6.833500"
"Canada Net-zero","Yukon","Refined Petroleum Products","2007","7.004600"
"Canada Net-zero","Yukon","Refined Petroleum Products","2008","7.518500"
"Canada Net-zero","Yukon","Refined Petroleum Products","2009","7.122000"
"Canada Net-zero","Yukon","Refined Petroleum Products","2010","7.736800"
"Canada Net-zero","Yukon","Refined Petroleum Products","2011","7.748900"
"Canada Net-zero","Yukon","Refined Petroleum Products","2012","7.672800"
"Canada Net-zero","Yukon","Refined Petroleum Products","2013","7.367400"
"Canada Net-zero","Yukon","Refined Petroleum Products","2014","6.273000"
"Canada Net-zero","Yukon","Refined Petroleum Products","2015","6.169000"
"Canada Net-zero","Yukon","Refined Petroleum Products","2016","6.138500"
"Canada Net-zero","Yukon","Refined Petroleum Products","2017","6.040600"
"Canada Net-zero","Yukon","Refined Petroleum Products","2018","6.518800"
"Canada Net-zero","Yukon","Refined Petroleum Products","2019","6.891900"
"Canada Net-zero","Yukon","Refined Petroleum Products","2020","6.873700"
"Canada Net-zero","Yukon","Refined Petroleum Products","2021","7.303200"
"Canada Net-zero","Yukon","Refined Petroleum Products","2022","7.616900"
"Canada Net-zero","Yukon","Refined Petroleum Products","2023","7.711500"
"Canada Net-zero","Yukon","Refined Petroleum Products","2024","7.374700"
"Canada Net-zero","Yukon","Refined Petroleum Products","2025","7.076400"
"Canada Net-zero","Yukon","Refined Petroleum Products","2026","7.129300"
"Canada Net-zero","Yukon","Refined Petroleum Products","2027","7.137100"
"Canada Net-zero","Yukon","Refined Petroleum Products","2028","7.214700"
"Canada Net-zero","Yukon","Refined Petroleum Products","2029","7.020300"
"Canada Net-zero","Yukon","Refined Petroleum Products","2030","7.437500"
"Canada Net-zero","Yukon","Refined Petroleum Products","2031","7.539300"
"Canada Net-zero","Yukon","Refined Petroleum Products","2032","7.456600"
"Canada Net-zero","Yukon","Refined Petroleum Products","2033","7.324100"
"Canada Net-zero","Yukon","Refined Petroleum Products","2034","7.193900"
"Canada Net-zero","Yukon","Refined Petroleum Products","2035","6.974100"
"Canada Net-zero","Yukon","Refined Petroleum Products","2036","6.904900"
"Canada Net-zero","Yukon","Refined Petroleum Products","2037","6.940700"
"Canada Net-zero","Yukon","Refined Petroleum Products","2038","6.082800"
"Canada Net-zero","Yukon","Refined Petroleum Products","2039","6.111200"
"Canada Net-zero","Yukon","Refined Petroleum Products","2040","6.190700"
"Canada Net-zero","Yukon","Refined Petroleum Products","2041","6.238300"
"Canada Net-zero","Yukon","Refined Petroleum Products","2042","6.367700"
"Canada Net-zero","Yukon","Refined Petroleum Products","2043","6.444000"
"Canada Net-zero","Yukon","Refined Petroleum Products","2044","6.515800"
"Canada Net-zero","Yukon","Refined Petroleum Products","2045","6.559700"
"Canada Net-zero","Yukon","Refined Petroleum Products","2046","6.644900"
"Canada Net-zero","Yukon","Refined Petroleum Products","2047","6.714700"
"Canada Net-zero","Yukon","Refined Petroleum Products","2048","6.836000"
"Canada Net-zero","Yukon","Refined Petroleum Products","2049","6.872600"
"Canada Net-zero","Yukon","Refined Petroleum Products","2050","6.955600"
"Canada Net-zero","Yukon","Total","2005","8.214200"
"Canada Net-zero","Yukon","Total","2006","8.437900"
"Canada Net-zero","Yukon","Total","2007","8.626600"
"Canada Net-zero","Yukon","Total","2008","9.162000"
"Canada Net-zero","Yukon","Total","2009","8.844500"
"Canada Net-zero","Yukon","Total","2010","9.445100"
"Canada Net-zero","Yukon","Total","2011","9.474700"
"Canada Net-zero","Yukon","Total","2012","9.419600"
"Canada Net-zero","Yukon","Total","2013","9.161200"
"Canada Net-zero","Yukon","Total","2014","8.015500"
"Canada Net-zero","Yukon","Total","2015","8.060200"
"Canada Net-zero","Yukon","Total","2016","8.129200"
"Canada Net-zero","Yukon","Total","2017","8.212800"
"Canada Net-zero","Yukon","Total","2018","8.660200"
"Canada Net-zero","Yukon","Total","2019","9.244400"
"Canada Net-zero","Yukon","Total","2020","9.104800"
"Canada Net-zero","Yukon","Total","2021","9.560400"
"Canada Net-zero","Yukon","Total","2022","9.875900"
"Canada Net-zero","Yukon","Total","2023","10.272700"
"Canada Net-zero","Yukon","Total","2024","10.072600"
"Canada Net-zero","Yukon","Total","2025","9.453400"
"Canada Net-zero","Yukon","Total","2026","9.595600"
"Canada Net-zero","Yukon","Total","2027","9.669900"
"Canada Net-zero","Yukon","Total","2028","9.834800"
"Canada Net-zero","Yukon","Total","2029","9.991700"
"Canada Net-zero","Yukon","Total","2030","10.698100"
"Canada Net-zero","Yukon","Total","2031","10.817900"
"Canada Net-zero","Yukon","Total","2032","10.684800"
"Canada Net-zero","Yukon","Total","2033","10.512800"
"Canada Net-zero","Yukon","Total","2034","10.363800"
"Canada Net-zero","Yukon","Total","2035","10.094800"
